geneInfo,gene,Chr,Start,Stop,pvalsDel,FoldChange,Mouse.EntrezGene.ID,Human.Chr,Human.EntrezGene.ID,Human.Symbol
2210404O09Rik/chr17:21879569-21909926,2210404O09Rik,chr17,21879569,21909926,0.044019376,1.129606881,NA,NA,NA,NA
3110007F17Rik/chrX:123103558-123143293,3110007F17Rik,chrX,123103558,123143293,0.04408818,0.668650631,NA,NA,NA,NA
Nup155/chr15:8109312-8159859,Nup155,chr15,8109312,8159859,0.044148947,1.107442782,170762,5p13.1,9631,NUP155
Setd4/chr16:93583460-93603815,Setd4,chr16,93583460,93603815,0.0441602,0.899840381,224440,21q22.13,54093,SETD4
Pcdha3/chr18:36946206-37187657,Pcdha3,chr18,36946206,37187657,0.044176254,1.088317933,192163,5q31,56145,PCDHA3
Tubb3/chr8:123411563-123422010,Tubb3,chr8,123411563,123422010,0.044202365,0.874165842,22152,16q24.3,10381,TUBB3
Pcdha7/chr18:36973923-37187657,Pcdha7,chr18,36973923,37187657,0.044216629,1.088835872,12939,5q31,56141,PCDHA7
Sec31a/chr5:100361648-100416234,Sec31a,chr5,100361648,100416234,0.044234072,1.060782676,69162,4q21.22,22872,SEC31A
Larp4/chr15:99970073-100016358,Larp4,chr15,99970073,100016358,0.044402078,1.141245352,207214,12q13.12,113251,LARP4
Fnip1/chr11:54438178-54518241,Fnip1,chr11,54438178,54518241,0.044424753,1.108543303,216742,5q23.3,96459,FNIP1
Rnd1/chr15:98669204-98677461,Rnd1,chr15,98669204,98677461,0.044434708,0.898469948,223881,12q12,27289,RND1
Glrx2/chr1:143739348-143749678,Glrx2,chr1,143739348,143749678,0.044459322,1.093903674,69367,1q31.2,51022,GLRX2
Irs2/chr8:10986963-11008430,Irs2,chr8,10986963,11008430,0.044460004,0.814191227,384783,13q34,8660,IRS2
Usp19/chr9:108490675-108502337,Usp19,chr9,108490675,108502337,0.044462165,0.942756673,71472,3p21.31,10869,USP19
Kcnd2/chr6:21216108-21729805,Kcnd2,chr6,21216108,21729805,0.044484706,1.105873297,16508,7q31,3751,KCND2
Plekhj1/chr10:80796098-80798626,Plekhj1,chr10,80796098,80798626,0.044488975,0.911547269,78670,19p13.3,55111,PLEKHJ1
Airn/chr17:12741310-12859884,Airn,chr17,12741310,12859884,0.044496775,0.761139625,104103,6q26,100271873,AIRN
Phb/chr11:95666956-95680773,Phb,chr11,95666956,95680773,0.04450556,0.93019131,18673,17q21,5245,PHB
Prss50/chr9:110857966-110864628,Prss50,chr9,110857966,110864628,0.04451501,1.423828263,235631,3p21.31,29122,PRSS50
Phf21b/chr15:84785375-84856129,Phf21b,chr15,84785375,84856129,0.044535618,0.799567051,271305,22q13.31,112885,PHF21B
Chkb/chr15:89426348-89429927,Chkb,chr15,89426348,89429927,0.044610572,0.888840491,12651,22q13.33,1120,CHKB
Sephs2/chr7:127271878-127274059,Sephs2,chr7,127271878,127274059,0.044646268,1.099096164,20768,16p11.2,22928,SEPHS2
Tfcp2l1/chr1:118627944-118685168,Tfcp2l1,chr1,118627944,118685168,0.044681702,1.27252134,81879,2q14,29842,TFCP2L1
Map4k3/chr17:80580511-80728093,Map4k3,chr17,80580511,80728093,0.044720777,1.089033342,225028,2p22.1,8491,MAP4K3
Cacng4/chr11:107734779-107794464,Cacng4,chr11,107734779,107794464,0.044818377,1.145695512,54377,17q24,27092,CACNG4
Onecut2/chr18:64340363-64398488,Onecut2,chr18,64340363,64398488,0.044975267,1.235554698,225631,18q21.31,9480,ONECUT2
Camkv/chr9:107935919-107949691,Camkv,chr9,107935919,107949691,0.044988835,0.928997312,235604,3p21.31,79012,CAMKV
Anks3/chr16:4941414-4964237,Anks3,chr16,4941414,4964237,0.044994554,0.919984281,72615,16p13.3,124401,ANKS3
Mogs/chr6:83115505-83118898,Mogs,chr6,83115505,83118898,0.045075496,0.897952309,57377,2p13.1,7841,MOGS
Usp11/chrX:20703908-20720539,Usp11,chrX,20703908,20720539,0.045159055,0.890171268,236733,Xp11.23,8237,USP11
B4galnt1/chr10:127165155-127172340,B4galnt1,chr10,127165155,127172340,0.045163232,0.916470639,14421,12q13.3,2583,B4GALNT1
Tmem167/chr13:90089666-90114921,Tmem167,chr13,90089666,90114921,0.04518141,1.105755844,66074,5q14.2,153339,TMEM167A
Ascc3/chr10:50592668-50851202,Ascc3,chr10,50592668,50851202,0.04520766,1.092111453,77987,6q16,10973,ASCC3
Ascc1/chr10:60002804-60099990,Ascc1,chr10,60002804,60099990,0.045216793,0.903911981,69090,10pter-q25.3,51008,ASCC1
Cadm1/chr9:47530351-47853385,Cadm1,chr9,47530351,47853385,0.045336454,1.111245668,54725,11q23.2,23705,CADM1
Ranbp9/chr13:43402672-43480973,Ranbp9,chr13,43402672,43480973,0.045344793,1.090153461,56705,6p23,10048,RANBP9
Rps6ka6/chrX:111388191-111537945,Rps6ka6,chrX,111388191,111537945,0.045365894,1.249841295,67071,Xq21,27330,RPS6KA6
Ints4/chr7:97480955-97541398,Ints4,chr7,97480955,97541398,0.045366083,0.962507556,101861,11q14.1,92105,INTS4
Clec4a3/chr6:122952514-122969878,Clec4a3,chr6,122952514,122969878,0.045410738,1.494194963,NA,NA,NA,NA
1700012B15Rik/chr12:3235790-3250374,1700012B15Rik,chr12,3235790,3250374,0.045464874,0.798464659,NA,NA,NA,NA
Klhdc3/chr17:46674550-46680930,Klhdc3,chr17,46674550,46680930,0.045512876,0.926274519,71765,6p21.1,116138,KLHDC3
Gm16861/chr16:4935163-4939585,Gm16861,chr16,4935163,4939585,0.045516163,0.841878986,NA,NA,NA,NA
Eml5/chr12:98786603-98901484,Eml5,chr12,98786603,98901484,0.045524533,1.130660856,319670,14q31.3,161436,EML5
Rgs14/chr13:55369731-55384687,Rgs14,chr13,55369731,55384687,0.045535639,0.867776057,51791,5q35.3,10636,RGS14
Prkci/chr3:30995770-31052740,Prkci,chr3,30995770,31052740,0.045593819,1.12363304,18759,3q26.3,5584,PRKCI
Cxcr2/chr1:74153993-74161246,Cxcr2,chr1,74153993,74161246,0.04563298,1.185945246,12765,2q35,3579,CXCR2
Tfap4/chr16:4544660-4559720,Tfap4,chr16,4544660,4559720,0.045650843,1.191855865,83383,16p13,7023,TFAP4
Rasgef1b/chr5:99217419-99252927,Rasgef1b,chr5,99217419,99252927,0.045674278,1.217015496,320292,4q21.21,153020,RASGEF1B
Hus1/chr11:8993141-9011137,Hus1,chr11,8993141,9011137,0.045693902,1.093382646,15574,7p13-p12,3364,HUS1
Ccnc/chr4:21727702-21750546,Ccnc,chr4,21727702,21750546,0.045710768,1.153927375,51813,6q21,892,CCNC
Mphosph8/chr14:56668247-56697429,Mphosph8,chr14,56668247,56697429,0.045864693,1.109788336,75339,13q12.11,54737,MPHOSPH8
Dck/chr5:88765012-88783277,Dck,chr5,88765012,88783277,0.045901491,1.125766584,13178,4q13.3-q21.1,1633,DCK
Casp8/chr1:58795373-58847503,Casp8,chr1,58795373,58847503,0.046010233,1.280811585,12370,2q33-q34,841,CASP8
Sec24a/chr11:51692262-51756834,Sec24a,chr11,51692262,51756834,0.046031453,1.123838971,77371,5q31.1,10802,SEC24A
Rps6kb2/chr19:4156976-4163245,Rps6kb2,chr19,4156976,4163245,0.046095766,0.874694466,58988,11q13.2,6199,RPS6KB2
Tsta3/chr15:75924682-75929730,Tsta3,chr15,75924682,75929730,0.046146317,0.889807502,22122,8q24.3,7264,TSTA3
Tbl3/chr17:24700652-24707653,Tbl3,chr17,24700652,24707653,0.046156376,0.892616134,213773,16p13.3,10607,TBL3
Med1/chr11:98152154-98193293,Med1,chr11,98152154,98193293,0.046169427,1.067774805,19014,17q12,5469,MED1
Xrra1/chr7:99859217-99917824,Xrra1,chr7,99859217,99917824,0.046177642,0.735904342,446101,11q13.4,143570,XRRA1
Phip/chr9:82866158-82975489,Phip,chr9,82866158,82975489,0.046255851,1.123550359,83946,6q14,55023,PHIP
Zbtb40/chr4:136979731-137048695,Zbtb40,chr4,136979731,137048695,0.046276327,1.141291346,230848,1p36,9923,ZBTB40
Mex3c/chr18:73572704-73592578,Mex3c,chr18,73572704,73592578,0.046287153,1.107868157,240396,18q21.2,51320,MEX3C
8430408G22Rik/chr6:116650683-116652847,8430408G22Rik,chr6,116650683,116652847,0.046300519,0.492955054,213393,10q11.21,11067,C10orf10
Adrm1/chr2:180171587-180176283,Adrm1,chr2,180171587,180176283,0.04630276,0.928969446,56436,20q13.33,11047,ADRM1
Cd34/chr1:194938820-194961292,Cd34,chr1,194938820,194961292,0.046305291,0.858035096,12490,1q32,947,CD34
Galt/chr4:41755252-41759125,Galt,chr4,41755252,41759125,0.046345551,0.910591419,14430,9p13,2592,GALT
Gm4902/chr14:59320963-59341330,Gm4902,chr14,59320963,59341330,0.046345803,1.614587343,NA,NA,NA,NA
Limd2/chr11:106156255-106160142,Limd2,chr11,106156255,106160142,0.046354433,0.885324805,67803,17q23.3,80774,LIMD2
Mrpl21/chr19:3283046-3292837,Mrpl21,chr19,3283046,3292837,0.046366123,0.901378699,353242,11q13.3,219927,MRPL21
Chsy1/chr7:66109514-66173798,Chsy1,chr7,66109514,66173798,0.046396494,1.111131528,269941,15q26.3,22856,CHSY1
Cep68/chr11:20227036-20249424,Cep68,chr11,20227036,20249424,0.046401539,1.061317536,216543,2p14,23177,CEP68
Dym/chr18:75018771-75286966,Dym,chr18,75018771,75286966,0.046407974,1.068167417,69190,18q21.1,54808,DYM
Nr1d2/chr14:18204055-18239106,Nr1d2,chr14,18204055,18239106,0.046409787,1.104380858,353187,3p24.2,9975,NR1D2
Slc35c2/chr2:165276521-165287838,Slc35c2,chr2,165276521,165287838,0.046435136,0.914694705,228875,20q13.12,51006,SLC35C2
Oprk1/chr1:5588492-5606133,Oprk1,chr1,5588492,5606133,0.046494664,1.451379838,18387,8q11.2,4986,OPRK1
Pcdha5/chr18:36960439-37187657,Pcdha5,chr18,36960439,37187657,0.046517717,1.088026385,12941,5q31,56143,PCDHA5
Ankrd6/chr4:32804034-32950826,Ankrd6,chr4,32804034,32950826,0.046526705,1.106609425,140577,6q14.2-q16.1,22881,ANKRD6
Rnf5/chr17:34601098-34603561,Rnf5,chr17,34601098,34603561,0.046542661,0.92630539,54197,6p21.3,6048,RNF5
Dclre1c/chr2:3424130-3461116,Dclre1c,chr2,3424130,3461116,0.046556569,1.12927661,227525,10p13,64421,DCLRE1C
Tspan2/chr3:102734769-102772310,Tspan2,chr3,102734769,102772310,0.046571393,1.071762953,70747,1p13.2,10100,TSPAN2
Scamp1/chr13:94201432-94285281,Scamp1,chr13,94201432,94285281,0.046620558,1.137681162,107767,5q14.1,9522,SCAMP1
Gria2/chr3:80684935-80802791,Gria2,chr3,80684935,80802791,0.046630153,1.094330509,14800,4q32.1,2891,GRIA2
Akap6/chr12:52699382-53151015,Akap6,chr12,52699382,53151015,0.046755061,1.091153885,238161,14q12,9472,AKAP6
LOC622124/chr3:52906755-52927666,LOC622124,chr3,52906755,52927666,0.046787446,0.652135349,NA,NA,NA,NA
Sh3bp5/chr14:31373963-31436033,Sh3bp5,chr14,31373963,31436033,0.046814499,0.88981847,24056,3p24.3,9467,SH3BP5
Srpk2/chr5:23503355-23616571,Srpk2,chr5,23503355,23616571,0.046838327,1.070814631,20817,7q22-q31.1,6733,SRPK2
Gpr88/chr3:116249653-116253484,Gpr88,chr3,116249653,116253484,0.046840435,1.440407807,64378,1p21.3,54112,GPR88
Olfr920/chr9:38752795-38756863,Olfr920,chr9,38752795,38756863,0.046860131,1.706389135,NA,NA,NA,NA
Siah1a/chr8:86723937-86746006,Siah1a,chr8,86723937,86746006,0.046862946,1.100490878,20437,16q12,6477,SIAH1
Gfod2/chr8:105716112-105758607,Gfod2,chr8,105716112,105758607,0.046871233,0.931607193,70575,16q22.1,81577,GFOD2
St8sia2/chr7:73939119-74013682,St8sia2,chr7,73939119,74013682,0.04706695,1.261033638,20450,15q26,8128,ST8SIA2
Trp53bp1/chr2:121196726-121271386,Trp53bp1,chr2,121196726,121271386,0.047150122,0.931170876,27223,15q15-q21,7158,TP53BP1
9330133O14Rik/chr8:122443655-122446476,9330133O14Rik,chr8,122443655,122446476,0.047164046,1.208575038,100689703,16q24.3,197187,SNAI3-AS1
Tmem184c/chr8:77595977-77610653,Tmem184c,chr8,77595977,77610653,0.047171243,1.111041818,234463,4q31.23,55751,TMEM184C
Pilra/chr5:137821951-137836278,Pilra,chr5,137821951,137836278,0.047258894,1.351046859,231805,7q22.1,29992,PILRA
St6galnac3/chr3:153202508-153725133,St6galnac3,chr3,153202508,153725133,0.047355995,0.848277748,20447,1p31.1,256435,ST6GALNAC3
Fdx1l/chr9:21067519-21073514,Fdx1l,chr9,21067519,21073514,0.0473623,0.90904275,68165,19p13.2,112812,FDX1L
Neil1/chr9:57143255-57147034,Neil1,chr9,57143255,57147034,0.047386924,0.893285457,72774,15q24.2,79661,NEIL1
Srprb/chr9:103188032-103202065,Srprb,chr9,103188032,103202065,0.047413635,0.912246166,20818,3q22.1,58477,SRPRB
Il15/chr8:82331623-82402586,Il15,chr8,82331623,82402586,0.047420659,0.594335972,16168,4q31,3600,IL15
Atg16l1/chr1:87756010-87792428,Atg16l1,chr1,87756010,87792428,0.047437364,0.937662636,77040,2q37.1,55054,ATG16L1
Mll1/chr9:44803354-44881274,Mll1,chr9,44803354,44881274,0.047440978,0.865078327,214162,11q23,4297,MLL
Ubb/chr11:62551503-62553212,Ubb,chr11,62551503,62553212,0.047446158,0.77866864,22187,17p12-p11.2,7314,UBB
Dsc3/chr18:19960929-20002097,Dsc3,chr18,19960929,20002097,0.047460108,0.349179894,13507,18q12.1,1825,DSC3
1110046J04Rik/chr13:33936031-33960181,1110046J04Rik,chr13,33936031,33960181,0.047479408,1.32235835,NA,NA,NA,NA
Klhl20/chr1:161088377-161131479,Klhl20,chr1,161088377,161131479,0.047552011,1.073485229,226541,1q25.1,27252,KLHL20
Cdr2l/chr11:115381915-115396132,Cdr2l,chr11,115381915,115396132,0.047556994,1.08669989,237988,17q25.1,30850,CDR2L
Mef2b/chr8:70152777-70167488,Mef2b,chr8,70152777,70167488,0.047572774,2.215994447,17259,19p13.11,4207,MEF2BNB-MEF2B
Capza2/chr6:17637097-17666536,Capza2,chr6,17637097,17666536,0.047619758,1.148535562,12343,7q31.2-q31.3,830,CAPZA2
Fuk/chr8:110882462-110902459,Fuk,chr8,110882462,110902459,0.047627872,0.934254115,234730,16q22.1,197258,FUK
Nebl/chr2:17346733-17731068,Nebl,chr2,17346733,17731068,0.047631608,1.096190053,74103,10p12,10529,NEBL
Crb2/chr2:37776248-37799103,Crb2,chr2,37776248,37799103,0.047697158,1.228920236,241324,9q33.3,286204,CRB2
Tmem57/chr4:134802759-134853345,Tmem57,chr4,134802759,134853345,0.047737172,1.047259207,66146,1p36.11,55219,TMEM57
Smc1a/chrX:152016427-152061973,Smc1a,chrX,152016427,152061973,0.04786773,0.950570629,24061,Xp11.22-p11.21,8243,SMC1A
Zfp593/chr4:134243305-134245591,Zfp593,chr4,134243305,134245591,0.047885476,0.859774462,68040,1p36.11,51042,ZNF593
Dr1/chr5:108268896-108280521,Dr1,chr5,108268896,108280521,0.047886917,1.128270751,13486,1p22.1,1810,DR1
Mettl3/chr14:52294841-52305124,Mettl3,chr14,52294841,52305124,0.047919942,0.890197724,56335,14q11.1,56339,METTL3
Fbxo2/chr4:148160667-148166417,Fbxo2,chr4,148160667,148166417,0.047923502,0.90728576,230904,1p36.22,26232,FBXO2
Galntl2/chr14:32029102-32058326,Galntl2,chr14,32029102,32058326,0.047941311,0.622073781,NA,NA,NA,NA
Ndufaf3/chr9:108565864-108567342,Ndufaf3,chr9,108565864,108567342,0.047962175,0.897669876,66706,3p21.31,25915,NDUFAF3
Ppip5k1/chr2:121310560-121351013,Ppip5k1,chr2,121310560,121351013,0.048047105,0.970127684,327655,15q15.3,9677,PPIP5K1
Dlgap2/chr8:14095874-14847686,Dlgap2,chr8,14095874,14847686,0.048059825,0.92385891,244310,8p23,9228,DLGAP2
Gm1653/chr3:149274736-149279980,Gm1653,chr3,149274736,149279980,0.048081941,1.350956172,NA,NA,NA,NA
Tns4/chr11:99065677-99089306,Tns4,chr11,99065677,99089306,0.048083512,1.265272158,217169,17q21.2,84951,TNS4
6530401N04Rik/chr12:51997506-52006501,6530401N04Rik,chr12,51997506,52006501,0.048084592,0.89983087,NA,NA,NA,NA
Rit2/chr18:30974313-31317128,Rit2,chr18,30974313,31317128,0.048193328,1.101452489,19762,18q12.3,6014,RIT2
Vcan/chr13:89655309-89742512,Vcan,chr13,89655309,89742512,0.048206927,1.147846912,13003,5q14.3,1462,VCAN
P2ry13/chr3:59207893-59210882,P2ry13,chr3,59207893,59210882,0.048239566,1.172434297,74191,3q24,53829,P2RY13
Actr3/chr1:125392904-125435727,Actr3,chr1,125392904,125435727,0.048263911,1.082403689,74117,2q14.1,10096,ACTR3
Mcph1/chr8:18595172-18803188,Mcph1,chr8,18595172,18803188,0.048281468,1.103690104,244329,8p23.1,79648,MCPH1
Ptov1/chr7:44863067-44869788,Ptov1,chr7,44863067,44869788,0.048293218,0.946834903,84113,19q13.33,53635,PTOV1
Ddx25/chr9:35541847-35558470,Ddx25,chr9,35541847,35558470,0.048302535,0.923131455,30959,11q24,29118,DDX25
Abcc8/chr7:46104522-46180033,Abcc8,chr7,46104522,46180033,0.048327841,0.904205137,20927,11p15.1,6833,ABCC8
Slc35f5/chr1:125561015-125595684,Slc35f5,chr1,125561015,125595684,0.048372829,0.919787523,74150,2q14.1,80255,SLC35F5
Dtx3/chr10:127190377-127195709,Dtx3,chr10,127190377,127195709,0.048437562,0.916586219,80904,12q13.3,196403,DTX3
Lactb2/chr1:13625899-13660509,Lactb2,chr1,13625899,13660509,0.048478077,1.136096069,212442,8q13.3,51110,LACTB2
Bbs12/chr3:37312553-37321450,Bbs12,chr3,37312553,37321450,0.048484955,0.882094786,241950,4q27,166379,BBS12
Tceanc/chrX:166499814-166510478,Tceanc,chrX,166499814,166510478,0.048489164,1.214316685,245695,Xp22.2,170082,TCEANC
Sult2b1/chr7:45729982-45759555,Sult2b1,chr7,45729982,45759555,0.048576739,0.818067935,54200,19q13.3,6820,SULT2B1
Nup93/chr8:94214600-94315066,Nup93,chr8,94214600,94315066,0.048669314,1.097068132,71805,16q13,9688,NUP93
Usp35/chr7:97309379-97325964,Usp35,chr7,97309379,97325964,0.048674461,0.914933142,244144,11q14.1,57558,USP35
Zfp251/chr15:76852140-76871435,Zfp251,chr15,76852140,76871435,0.048695422,0.949235532,71591,8q24.3,90987,ZNF251
Aspn/chr13:49544442-49567562,Aspn,chr13,49544442,49567562,0.048702522,1.425202397,66695,9q22,54829,ASPN
Lrch2/chrX:147471693-147554081,Lrch2,chrX,147471693,147554081,0.048708781,1.105005166,210297,Xq23,57631,LRCH2
Foxo6/chr4:120267077-120287261,Foxo6,chr4,120267077,120287261,0.048776896,0.710243355,329934,1p34.2,100132074,FOXO6
Zfpl1/chr19:6080762-6084891,Zfpl1,chr19,6080762,6084891,0.048875773,0.874352004,81909,11q13,7542,ZFPL1
Cstf2t/chr19:31082840-31086592,Cstf2t,chr19,31082840,31086592,0.048884091,1.101427855,83410,10q11,23283,CSTF2T
Vwa5a/chr9:38718267-38743337,Vwa5a,chr9,38718267,38743337,0.048886782,1.146818569,67776,11q24.1,4013,VWA5A
Exosc5/chr7:25659152-25668032,Exosc5,chr7,25659152,25668032,0.0489397,0.883651863,27998,19q13.1,56915,EXOSC5
Nrip3/chr7:109758055-109781545,Nrip3,chr7,109758055,109781545,0.048996281,1.128958255,78593,11p15.3,56675,NRIP3
Mbnl2/chr14:120275668-120431698,Mbnl2,chr14,120275668,120431698,0.04899646,1.100445335,105559,13q32.1,10150,MBNL2
Gm15401/chr6:72629287-72637717,Gm15401,chr6,72629287,72637717,0.049059764,1.171230534,NA,NA,NA,NA
Suv39h1/chrX:8061170-8074760,Suv39h1,chrX,8061170,8074760,0.049082401,0.913065501,20937,Xp11.23,6839,SUV39H1
AI662270/chr11:83223575-83226584,AI662270,chr11,83223575,83226584,0.049116235,1.954184589,NA,NA,NA,NA
Meis2/chr2:115861263-116065058,Meis2,chr2,115861263,116065058,0.049152231,1.165750797,17536,15q14,4212,MEIS2
Neurod4/chr10:130268151-130280240,Neurod4,chr10,130268151,130280240,0.049155287,1.450595416,11923,12q13.2,58158,NEUROD4
Kif7/chr7:79698097-79714186,Kif7,chr7,79698097,79714186,0.049212497,1.219869177,16576,15q26.1,374654,KIF7
1700013G23Rik/chr11:59946891-59948147,1700013G23Rik,chr11,59946891,59948147,0.049263205,1.516839264,NA,NA,NA,NA
Mchr1/chr15:81235498-81238964,Mchr1,chr15,81235498,81238964,0.049288978,0.89210185,207911,22q13.2,2847,MCHR1
Cxcl12/chr6:117168534-117181368,Cxcl12,chr6,117168534,117181368,0.0493222,1.243931799,20315,10q11.1,6387,CXCL12
Bag4/chr8:25764538-25785209,Bag4,chr8,25764538,25785209,0.049322204,1.091651512,67384,8p11.23,9530,BAG4
Homer3/chr8:70282998-70294361,Homer3,chr8,70282998,70294361,0.049328896,0.829467774,26558,19p13.11,9454,HOMER3
Cln5/chr14:103070215-103077630,Cln5,chr14,103070215,103077630,0.049347126,1.128442793,211286,13q21.1-q32,1203,CLN5
Psen2/chr1:180227003-180256300,Psen2,chr1,180227003,180256300,0.049380464,0.94349089,19165,1q31-q42,5664,PSEN2
Il1a/chr2:129299609-129309972,Il1a,chr2,129299609,129309972,0.049385026,1.44244143,16175,2q14,3552,IL1A
Rpl7a/chr2:26910806-26913311,Rpl7a,chr2,26910806,26913311,0.049447679,0.919093226,27176,9q34,6130,RPL7A
D3Ertd254e/chr3:36151079-36170341,D3Ertd254e,chr3,36151079,36170341,0.049457521,1.071525233,NA,NA,NA,NA
Spink8/chr9:109816626-109826627,Spink8,chr9,109816626,109826627,0.049492478,0.313614029,78709,3p21.31,646424,SPINK8
Epha5/chr5:84054764-84417382,Epha5,chr5,84054764,84417382,0.04949693,1.138335667,13839,4q13.1,2044,EPHA5
Cd48/chr1:171682054-171705257,Cd48,chr1,171682054,171705257,0.049507311,1.532465638,12506,1q21.3-q22,962,CD48
Trappc10/chr10:78186725-78244642,Trappc10,chr10,78186725,78244642,0.049582406,1.065533832,216131,21q22.3,7109,TRAPPC10
Rexo4/chr2:26953562-26964386,Rexo4,chr2,26953562,26964386,0.049607184,0.947812166,227656,9q34.2,57109,REXO4
Trim3/chr7:105610469-105633499,Trim3,chr7,105610469,105633499,0.049633253,0.931079563,55992,11p15.5,10612,TRIM3
2310011J03Rik/chr10:80318254-80320548,2310011J03Rik,chr10,80318254,80320548,0.049642126,0.891800091,66374,19p13.3,148223,C19orf25
Zfp93/chr7:24270417-24277794,Zfp93,chr7,24270417,24277794,0.049679506,0.916667214,22755,19q13.2,9310,ZNF235
Zfp367/chr13:64133056-64153199,Zfp367,chr13,64133056,64153199,0.049702325,1.162473231,238673,9q22,195828,ZNF367
Nefm/chr14:68119544-68125004,Nefm,chr14,68119544,68125004,0.049744914,1.129047726,18040,8p21,4741,NEFM
Chrm4/chr2:91922188-91929829,Chrm4,chr2,91922188,91929829,0.049747744,0.822464159,12672,11p12-p11.2,1132,CHRM4
Snx30/chr4:59805649-59904740,Snx30,chr4,59805649,59904740,0.049753792,0.924602573,209131,9q32,401548,SNX30
Dcx/chrX:143855841-143933219,Dcx,chrX,143855841,143933219,0.049763131,1.143814097,13193,Xq22.3-q23,1641,DCX
Mapk15/chr15:75993768-75999153,Mapk15,chr15,75993768,75999153,0.049767814,0.684186857,332110,8q24.3,225689,MAPK15
Cog5/chr12:31654868-31937630,Cog5,chr12,31654868,31937630,0.049805234,0.908825059,238123,7q31,10466,COG5
Xrcc3/chr12:111803192-111813841,Xrcc3,chr12,111803192,111813841,0.049855496,0.901448014,74335,14q32.3,7517,XRCC3
Lyz1/chr10:117287794-117292868,Lyz1,chr10,117287794,117292868,0.049872447,1.576490738,NA,NA,NA,NA
C130074G19Rik/chr1:184871925-184883036,C130074G19Rik,chr1,184871925,184883036,0.049893604,1.092709141,226777,1q41,79762,C1orf115
D19Ertd386e/chr19:42518804-42592256,D19Ertd386e,chr19,42518804,42592256,0.049905427,1.06324473,NA,NA,NA,NA
Nampt/chr12:32820334-32853369,Nampt,chr12,32820334,32853369,0.049913831,1.106233833,59027,7q22.3,10135,NAMPT
Slc5a7/chr17:54273589-54299034,Slc5a7,chr17,54273589,54299034,0.049923193,1.668589358,63993,2q12,60482,SLC5A7
Mc4r/chr18:66857707-66860472,Mc4r,chr18,66857707,66860472,0.04994607,0.632429793,17202,18q22,4160,MC4R
Tmem135/chr7:89139720-89338787,Tmem135,chr7,89139720,89338787,0.049954732,1.108271089,72759,11q14.2,65084,TMEM135
Zfp414/chr17:33629091-33631714,Zfp414,chr17,33629091,33631714,0.049958515,0.823972601,328801,19p13.2,84330,ZNF414
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
