Symbol,GeneName,ProbeName,RefSeq,FC,RP rank
RAB11FIP4,RAB11 family interacting protein 4 (class II),A_23_P27023,NM_032932,1.12,2172
C20orf42,chromosome 20 open reading frame 42,A_23_P131935,NM_017671,NA,2173
SEC63,SEC63-like (S. cerevisiae),A_24_P192183,NM_007214,1.11,2174
ANKRD15,ankyrin repeat domain 15,A_23_P500130,NM_153186,NA,2175
ZNF286,zinc finger protein 286,A_24_P910833,b,1.11,2176
AA484677,,A_32_P48438,b,1.10,2177
THC2407555,,A_32_P122492,hc,1.10,2178
AK097877,,A_23_P424305,b,1.10,2179
DFFB,"DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)",A_24_P278684,NM_001004285,1.11,2180
JARID1B,"Jumonji, AT rich interactive domain 1B (RBP2-like)",A_23_P1038,NM_006618,1.11,2181
NOL5A,nucleolar protein 5A (56kDa with KKE/D repeat),A_23_P79927,NM_006392,1.06,2182
THC2295313,,A_32_P19519,hc,NA,2183
FLJ30435,hypothetical protein FLJ30435,A_23_P369447,NM_174950,1.08,2184
ENST00000333556,,A_24_P221968,ns,1.10,2185
U88896,,A_23_P136721,b,1.08,2186
IQGAP2,IQ motif containing GTPase activating protein 2,A_24_P246361,NM_006633,1.11,2187
RALB,v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein),A_23_P16733,NM_002881,1.07,2188
BTLA,B and T lymphocyte associated,A_23_P80883,NM_181780,1.12,2189
HSPB1,heat shock 27kDa protein 1,A_32_P76247,NM_001540,1.11,2190
FOXG1B,forkhead box G1B,A_23_P205428,NM_005249,1.07,2191
LGI4,"leucine-rich repeat LGI family, member 4",A_24_P310256,NM_139284,1.08,2192
IMP-3,IGF-II mRNA-binding protein 3,A_23_P19987,NM_006547,1.11,2193
NFAT5,"nuclear factor of activated T-cells 5, tonicity-responsive",A_23_P359647,NM_138714,1.10,2194
GRHPR,glyoxylate reductase/hydroxypyruvate reductase,A_23_P60225,NM_012203,1.11,2195
WNT3A,"wingless-type MMTV integration site family, member 3A",A_23_P385690,NM_033131,1.10,2196
FHL2,four and a half LIM domains 2,A_23_P108751,NM_201555,1.09,2197
CEP1,centrosomal protein 1,A_24_P109554,NM_007018,1.10,2198
MGC15631,hypothetical protein MGC15631,A_23_P56146,NM_032753,1.10,2199
CCNG2,cyclin G2,A_23_P110122,NM_004354,1.12,2200
DUSP23,dual specificity phosphatase 23,A_23_P103232,NM_017823,1.10,2201
GCNT1,"glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)",A_23_P9232,NM_001490,1.11,2202
MAPKBP1,mitogen activated protein kinase binding protein 1,A_24_P272594,NM_014994,1.11,2203
HLA-DOA,"major histocompatibility complex, class II, DO alpha",A_24_P354800,NM_002119,1.11,2204
RAB39B,"RAB39B, member RAS oncogene family",A_23_P159877,NM_171998,1.11,2205
AK094726,,A_24_P911872,b,NA,2206
BAIAP2L1,BAI1-associated protein 2-like 1,A_23_P168470,NM_018842,NA,2207
A_24_P307126,,A_24_P307126,0,1.11,2208
VPS24,vacuolar protein sorting 24 (yeast),A_23_P79510,NM_016079,1.10,2209
ENST00000328724,,A_24_P341370,ns,1.10,2210
AI342696,,A_32_P215002,b,1.11,2211
BBS5,Bardet-Biedl syndrome 5,A_24_P208452,NM_152384,1.11,2212
TLR1,toll-like receptor 1,A_23_P10873,NM_003263,1.10,2213
EPB41L3,erythrocyte membrane protein band 4.1-like 3,A_23_P4536,NM_012307,1.09,2214
CPXM2,"carboxypeptidase X (M14 family), member 2",A_23_P138524,NM_198148,1.11,2215
AK001814,,A_24_P601654,b,1.10,2216
AK128099,,A_24_P494943,b,1.11,2217
RIC3,RIC3 protein,A_23_P75915,b,1.11,2218
ENST00000282366,,A_23_P411431,ns,1.11,2219
HSPA1A,heat shock 70kDa protein 1A,A_23_P111132,NM_005345,1.11,2220
AI016021,,A_24_P533001,b,NA,2221
ENST00000303979,,A_24_P409182,ns,1.07,2222
TNRC5,trinucleotide repeat containing 5,A_24_P16503,b,1.09,2223
TGM2,"transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)",A_32_P86763,NM_004613,1.10,2224
BX456116,,A_32_P228254,b,1.10,2225
MYADM,myeloid-associated differentiation marker,A_24_P134195,NM_138373,1.10,2226
CUTL1,"cut-like 1, CCAAT displacement protein (Drosophila)",A_24_P220454,NM_181552,1.11,2227
SLC22A18,"solute carrier family 22 (organic cation transporter), member 18",A_23_P127868,NM_183233,1.09,2228
REL,v-rel reticuloendotheliosis viral oncogene homolog (avian),A_23_P56938,NM_002908,1.11,2229
SPAM1,"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)",A_23_P111826,NM_153189,1.11,2230
BC028359,,A_32_P930685,b,NA,2231
GLYAT,glycine-N-acyltransferase,A_23_P403886,NM_005838,1.09,2232
A_24_P315644,,A_24_P315644,0,1.06,2233
DKFZp761B107,hypothetical protein DKFZp761B107,A_23_P419764,NM_173463,1.06,2234
MGC42630,hypothetical protein MGC42630,A_32_P112623,NM_175923,1.10,2235
ARIH2,ariadne homolog 2 (Drosophila),A_32_P26000,NM_006321,1.06,2236
PASK,PAS domain containing serine/threonine kinase,A_24_P299911,NM_015148,1.11,2237
CXorf33,chromosome X open reading frame 33,A_23_P136986,NM_198450,1.08,2238
FLJ23554,hypothetical protein FLJ23554,A_23_P83751,NM_024806,1.11,2239
ENST00000360767,,A_24_P247920,ns,1.09,2240
C1orf162,chromosome 1 open reading frame 162,A_32_P181166,NM_174896,1.07,2241
ZFYVE9,"zinc finger, FYVE domain containing 9",A_23_P33768,NM_004799,1.10,2242
TNT,TNT protein,A_32_P77732,NM_182831,1.11,2243
THC2397609,,A_32_P125558,hc,1.10,2244
THC2401724,,A_32_P59606,hc,NA,2245
DPCR1,diffuse panbronchiolitis critical region 1,A_23_P122508,NM_080870,1.13,2246
ALOX5,arachidonate 5-lipoxygenase,A_23_P104464,NM_000698,1.10,2247
AA687964,,A_32_P168660,b,NA,2248
BC030084,,A_24_P385012,b,1.11,2249
UBL3,ubiquitin-like 3,A_24_P330234,NM_007106,1.10,2250
HB-1,minor histocompatibility antigen HB-1,A_23_P30204,NM_021182,1.10,2251
QPCT,glutaminyl-peptide cyclotransferase (glutaminyl cyclase),A_23_P16915,NM_012413,1.10,2252
BC053353,,A_32_P94161,b,1.11,2253
MPHOSPH6,M-phase phosphoprotein 6,A_23_P140848,NM_005792,1.10,2254
OACT2,O-acyltransferase (membrane bound) domain containing 2,A_23_P370635,NM_138799,1.05,2255
ZCSL3,"zinc finger, CSL-type containing 3",A_32_P198303,NM_181706,1.10,2256
AL832942,,A_24_P324630,b,1.11,2257
ADIPOQ,"adiponectin, C1Q and collagen domain containing",A_23_P72584,NM_004797,1.08,2258
KIAA0318,RIM binding protein 2,A_24_P162226,NM_015347,NA,2259
SLC25A23,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23",A_23_P208450,NM_024103,NA,2260
PAX4,paired box gene 4,A_23_P59691,NM_006193,1.08,2261
TNFSF4,"tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa)",A_23_P126836,NM_003326,1.08,2262
CKLF,chemokine-like factor,A_23_P118061,NM_181641,1.11,2263
AA876351,,A_32_P143596,b,1.07,2264
AK124776,,A_32_P71858,b,1.10,2265
ENST00000357133,,A_32_P64461,ns,NA,2266
STK33,serine/threonine kinase 33,A_23_P127915,NM_030906,1.10,2267
PITX1,paired-like homeodomain transcription factor 1,A_23_P58642,NM_002653,1.10,2268
BATF,"basic leucine zipper transcription factor, ATF-like",A_23_P128974,NM_006399,1.11,2269
MSL3L1,male-specific lethal 3-like 1 (Drosophila),A_23_P353514,NM_078628,1.09,2270
AP3M2,"adaptor-related protein complex 3, mu 2 subunit",A_23_P170331,NM_006803,1.11,2271
AL832540,,A_32_P43826,b,NA,2272
FUT11,"fucosyltransferase 11 (alpha (1,3) fucosyltransferase)",A_23_P413788,NM_173540,1.10,2273
SIGLEC5,sialic acid binding Ig-like lectin 5,A_23_P15995,NM_003830,1.04,2274
LOC87769,hypothetical protein BC004360,A_32_P110872,b,1.10,2275
POLR1B,"polymerase (RNA) I polypeptide B, 128kDa",A_24_P942112,NM_019014,1.11,2276
PSPH,phosphoserine phosphatase,A_23_P251987,NM_004577,1.08,2277
CCR8,chemokine (C-C motif) receptor 8,A_23_P211699,NM_005201,NA,2278
GOLGA4,"golgi autoantigen, golgin subfamily a, 4",A_23_P256391,NM_002078,1.10,2279
IL16,interleukin 16 (lymphocyte chemoattractant factor),A_23_P61057,NM_004513,1.11,2280
PIK3AP1,phosphoinositide-3-kinase adaptor protein 1,A_23_P104445,NM_152309,1.11,2281
