Symbol,GeneName,ProbeName,RefSeq,SAM rank
MRLC2,myosin regulatory light chain MRLC2,A_24_P75230,NM_033546,3080
FUCA1,"fucosidase, alpha-L- 1, tissue",A_23_P11543,NM_000147,3081
A_24_P7470,,A_24_P7470,,3082
CR624826,,A_24_P148373,b,3083
ATP1B2,"ATPase, Na+/K+ transporting, beta 2 polypeptide",A_24_P31275,NM_001678,3084
TST,thiosulfate sulfurtransferase (rhodanese),A_23_P29248,NM_003312,3085
CNNM4,cyclin M4,A_23_P119923,NM_020184,3086
ZNF248,zinc finger protein 248,A_23_P35343,NM_021045,3087
AF035042,,A_24_P24053,b,3088
CASK,calcium/calmodulin-dependent serine protein kinase (MAGUK family),A_24_P288722,NM_003688,3089
C6orf79,chromosome 6 open reading frame 79,A_23_P256618,NM_022102,3090
ABHD6,abhydrolase domain containing 6,A_23_P211850,NM_020676,3091
NAPG,"N-ethylmaleimide-sensitive factor attachment protein, gamma",A_24_P185314,b,3092
ANKRD11,ankyrin repeat domain 11,A_23_P3632,NM_013275,3093
MLL4,myeloid/lymphoid or mixed-lineage leukemia 4,A_23_P142421,NM_014727,3094
THC2269657,,A_24_P922101,hc,3095
ALPK1,alpha-kinase 1,A_23_P144531,b,3096
FECH,ferrochelatase (protoporphyria),A_23_P89798,NM_001012515,3097
KIAA0143,KIAA0143 protein,A_23_P71513,NM_015137,3098
RPS16,ribosomal protein S16,A_23_P208850,NM_001020,3099
NUDT4,nudix (nucleoside diphosphate linked moiety X)-type motif 4,A_24_P50753,NM_199040,3100
CD97,CD97 antigen,A_23_P502314,NM_078481,3101
C1orf59,chromosome 1 open reading frame 59,A_23_P309361,NM_144584,3102
BX538256,,A_32_P10123,b,3103
IGJ,"immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides",A_23_P167168,NM_144646,3104
PMPCB,peptidase (mitochondrial processing) beta,A_23_P134464,NM_004279,3105
GPS2,G protein pathway suppressor 2,A_23_P218405,NM_004489,3106
BC044941,,A_23_P164316,b,3107
PAG1,phosphoprotein associated with glycosphingolipid microdomains 1,A_23_P347070,NM_018440,3108
PTPN18,"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)",A_24_P80135,NM_014369,3109
HIST1H3E,"histone 1, H3e",A_23_P70445,NM_003532,3110
RSHL2,radial spokehead-like 2,A_23_P59397,NM_031924,3111
CUGBP1,"CUG triplet repeat, RNA binding protein 1",A_23_P63999,b,3112
DNAJC10,"DnaJ (Hsp40) homolog, subfamily C, member 10",A_24_P225604,NM_018981,3113
C9orf88,chromosome 9 open reading frame 88,A_24_P124097,NM_022833,3114
RPS10,ribosomal protein S10,A_32_P14894,NM_001014,3115
LOC220594,TL132 protein,A_32_P58796,NM_145809,3116
LOC346910,hypothetical LOC346910,A_24_P786912,XM_294456,3117
ARTS-1,type 1 tumor necrosis factor receptor shedding aminopeptidase regulator,A_23_P167452,NM_016442,3118
RPS3A,ribosomal protein S3A,A_23_P144497,NM_001006,3119
RHBDL4,"rhomboid, veinlet-like 4 (Drosophila)",A_23_P308731,NM_138328,3120
DCTN1,"dynactin 1 (p150, glued homolog, Drosophila)",A_23_P142835,NM_004082,3121
ESPN,espin,A_23_P12405,NM_031475,3122
LY6E,"lymphocyte antigen 6 complex, locus E",A_24_P317762,NM_002346,3123
IQGAP1,IQ motif containing GTPase activating protein 1,A_24_P321919,NM_003870,3124
UBE2E2,"ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)",A_32_P155506,NM_152653,3125
SCN1B,"sodium channel, voltage-gated, type I, beta",A_23_P79015,NM_199037,3126
INSIG2,insulin induced gene 2,A_23_P102454,NM_016133,3127
CDC42SE2,CDC42 small effector 2,A_23_P430758,NM_020240,3128
CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6,A_23_P91870,NM_032343,3129
DKFZp564K142,implantation-associated protein,A_23_P148273,NM_032121,3130
SYNE2,"spectrin repeat containing, nuclear envelope 2",A_24_P68311,NM_015180,3131
AF346307,,A_32_P923011,b,3132
A_32_P209250,,A_32_P209250,,3133
AHI1,Abelson helper integration site,A_24_P943484,NM_017651,3134
TRPM2,"transient receptor potential cation channel, subfamily M, member 2",A_24_P27977,NM_001001188,3135
NFAT5,"nuclear factor of activated T-cells 5, tonicity-responsive",A_23_P3767,NM_173215,3136
RALGPS2,Ral GEF with PH domain and SH3 binding motif 2,A_24_P173746,NM_152663,3137
HRK,"harakiri, BCL2 interacting protein (contains only BH3 domain)",A_23_P25194,NM_003806,3138
TNFAIP6,"tumor necrosis factor, alpha-induced protein 6",A_23_P165624,NM_007115,3139
DPH1,DPH1 homolog (S. cerevisiae),A_24_P202306,NM_001383,3140
NUDCD1,NudC domain containing 1,A_24_P106794,NM_032869,3141
CACNG5,"calcium channel, voltage-dependent, gamma subunit 5",A_23_P66497,NM_014404,3142
DOK1,"docking protein 1, 62kDa (downstream of tyrosine kinase 1)",A_23_P5601,NM_001381,3143
CGRRF1,cell growth regulator with ring finger domain 1,A_23_P37275,NM_006568,3144
BC071773,,A_32_P7516,b,3145
Dlc2,dynein light chain 2,A_23_P54991,NM_080677,3146
NPC1,"Niemann-Pick disease, type C1",A_23_P107587,NM_000271,3147
COG3,component of oligomeric golgi complex 3,A_24_P296070,NM_031431,3148
AK025913,,A_24_P268196,b,3149
IL16,interleukin 16 (lymphocyte chemoattractant factor),A_23_P61057,NM_004513,3150
THC2282321,,A_24_P37020,hc,3151
AV759013,,A_32_P16747,b,3152
UBAP1,ubiquitin associated protein 1,A_23_P123866,NM_016525,3153
THC2371729,,A_24_P414376,hc,3154
MGC39584,hypothetical gene supported by BC029568,A_32_P111996,NM_001004347,3155
RPL17,ribosomal protein L17,A_32_P21384,NM_000985,3156
VEGFB,vascular endothelial growth factor B,A_23_P1594,NM_003377,3157
RFC5,"replication factor C (activator 1) 5, 36.5kDa",A_23_P95302,NM_181578,3158
MKNK2,MAP kinase interacting serine/threonine kinase 2,A_23_P142310,NM_017572,3159
ZFP36L1,"zinc finger protein 36, C3H type-like 1",A_24_P99152,NM_004926,3160
SRPK1,SFRS protein kinase 1,A_23_P19543,NM_003137,3161
A_24_P367369,,A_24_P367369,,3162
AKAP9,A kinase (PRKA) anchor protein (yotiao) 9,A_23_P123108,NM_147166,3163
THC2381153,,A_23_P213486,hc,3164
DPP3,dipeptidylpeptidase 3,A_23_P116091,NM_130443,3165
THC2436072,,A_24_P141804,hc,3166
CDH9,"cadherin 9, type 2 (T1-cadherin)",A_23_P92999,NM_016279,3167
MRRF,mitochondrial ribosome recycling factor,A_32_P187176,NM_199176,3168
ADAM9,a disintegrin and metalloproteinase domain 9 (meltrin gamma),A_23_P72643,NM_003816,3169
C2orf31,chromosome 2 open reading frame 31,A_23_P108437,b,3170
SEZ6L2,seizure related 6 homolog (mouse)-like 2,A_23_P10194,NM_201575,3171
SIRT6,sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae),A_23_P208847,NM_016539,3172
FAM60A,"family with sequence similarity 60, member A",A_32_P103837,NM_021238,3173
CPT1A,carnitine palmitoyltransferase 1A (liver),A_23_P104563,NM_001876,3174
A_24_P375751,,A_24_P375751,,3175
AP1M1,"adaptor-related protein complex 1, mu 1 subunit",A_23_P55802,NM_032493,3176
C1orf107,chromosome 1 open reading frame 107,A_23_P34946,NM_014388,3177
PRO1855,hypothetical protein PRO1855,A_24_P181585,NM_018509,3178
ADRM1,adhesion regulating molecule 1,A_24_P305597,NM_007002,3179
LOC90268,hypothetical protein BC007706,A_23_P353106,NM_138348,3180
CD3EAP,"CD3E antigen, epsilon polypeptide associated protein",A_23_P208310,NM_012099,3181
LAD1,ladinin 1,A_23_P415510,NM_005558,3182
FTH1,"ferritin, heavy polypeptide 1",A_32_P111565,NM_002032,3183
IDS,iduronate 2-sulfatase (Hunter syndrome),A_23_P217475,NM_006123,3184
NXT2,nuclear transport factor 2-like export factor 2,A_24_P91916,NM_018698,3185
EYA2,eyes absent homolog 2 (Drosophila),A_23_P319859,NM_172113,3186
RIC3,RIC3 protein,A_23_P75915,b,3187
Cep70,p10-binding protein,A_23_P21473,NM_024491,3188
C20orf100,chromosome 20 open reading frame 100,A_23_P154566,NM_032883,3189
NGLY1,N-glycanase 1,A_23_P218841,NM_018297,3190
ETV4,"ets variant gene 4 (E1A enhancer binding protein, E1AF)",A_24_P416346,NM_001986,3191
ISLR,immunoglobulin superfamily containing leucine-rich repeat,A_23_P3312,NM_005545,3192
HM13,histocompatibility (minor) 13,A_23_P396867,NM_178582,3193
PPRC1,"peroxisome proliferative activated receptor, gamma, coactivator-related 1",A_23_P127079,NM_015062,3194
ACTG1,"actin, gamma 1",A_32_P175198,NM_001614,3195
XRN1,5'-3' exoribonuclease 1,A_24_P393353,NM_019001,3196
HSPA8,heat shock 70kDa protein 8,A_24_P287129,NM_006597,3197
FUT10,"fucosyltransferase 10 (alpha (1,3) fucosyltransferase)",A_23_P157521,b,3198
IRF2BP1,interferon regulatory factor 2 binding protein 1,A_23_P90211,NM_015649,3199
IRS1,insulin receptor substrate 1,A_24_P225679,NM_005544,3200
bA16L21.2.1,DnaJ-like protein,A_23_P397019,NM_001015882,3201
NEK7,NIMA (never in mitosis gene a)-related kinase 7,A_23_P353574,NM_133494,3202
A_32_P80523,,A_32_P80523,,3203
ZNF131,zinc finger protein 131 (clone pHZ-10),A_23_P133315,b,3204
ENST00000277647,,A_24_P194962,ns,3205
MGC40157,hypothetical protein MGC40157,A_23_P363896,NM_152350,3206
RANBP2L1,RAN binding protein 2-like 1,A_32_P205944,NM_005054,3207
ABAT,4-aminobutyrate aminotransferase,A_24_P330684,NM_020686,3208
LOC93349,hypothetical protein BC004921,A_24_P337012,NM_138402,3209
GNPTG,"N-acetylglucosamine-1-phosphate transferase, gamma subunit",A_23_P14886,NM_032520,3210
LDHB,lactate dehydrogenase B,A_23_P53476,NM_002300,3211
IL17R,interleukin 17 receptor,A_23_P17706,NM_014339,3212
DPH2,DPH2 homolog (S. cerevisiae),A_23_P126426,NM_001384,3213
C6orf167,chromosome 6 open reading frame 167,A_24_P83678,NM_198468,3214
C9orf90,chromosome 9 open reading frame 90,A_24_P89911,NM_197956,3215
A_24_P153234,,A_24_P153234,,3216
CD40,CD40 antigen (TNF receptor superfamily member 5),A_23_P57036,NM_001250,3217
CASP10,"caspase 10, apoptosis-related cysteine protease",A_24_P139993,NM_032977,3218
ZFP90,zinc finger protein 90 homolog (mouse),A_24_P176404,NM_133458,3219
ENST00000359714,,A_24_P33341,ns,3220
PPIB,peptidylprolyl isomerase B (cyclophilin B),A_24_P304723,NM_000942,3221
MNT,MAX binding protein,A_23_P341443,NM_020310,3222
BC029927,,A_24_P889419,b,3223
LOC129138,hypothetical protein BC014641,A_23_P120915,NM_138797,3224
MBD6,methyl-CpG binding domain protein 6,A_23_P150818,b,3225
A_24_P798431,,A_24_P798431,,3226
C21orf6,chromosome 21 open reading frame 6,A_23_P91487,NM_016940,3227
DERL1,"Der1-like domain family, member 1",A_24_P175347,NM_024295,3228
CACYBP,calcyclin binding protein,A_24_P45379,NM_014412,3229
BRMS1,breast cancer metastasis suppressor 1,A_23_P75500,NM_015399,3230
CCNG1,cyclin G1,A_23_P58606,NM_004060,3231
ENST00000310391,,A_24_P263843,ns,3232
A_32_P36225,,A_32_P36225,,3233
PARD6A,par-6 partitioning defective 6 homolog alpha (C.elegans),A_23_P140821,NM_016948,3234
GAK,cyclin G associated kinase,A_24_P397150,NM_005255,3235
MRPL45,mitochondrial ribosomal protein L45,A_23_P113623,NM_032351,3236
NEXN,nexilin (F actin binding protein),A_23_P200001,NM_144573,3237
NKIRAS2,NFKB inhibitor interacting Ras-like 2,A_23_P10135,NM_001001349,3238
EP300,E1A binding protein p300,A_23_P40693,NM_001429,3239
THC2401724,,A_32_P183442,hc,3240
KIAA0350,KIAA0350 protein,A_32_P194246,NM_015226,3241
BC079833,,A_32_P234076,b,3242
LOC554248,hypothetical LOC554248,A_32_P219963,b,3243
ADRM1,adhesion regulating molecule 1,A_23_P68665,NM_007002,3244
ENST00000311990,,A_23_P377245,ns,3245
TOMM40,translocase of outer mitochondrial membrane 40 homolog (yeast),A_23_P153266,NM_006114,3246
C18orf17,chromosome 18 open reading frame 17,A_32_P155052,b,3247
BC069749,,A_23_P12826,b,3248
CLIC6,chloride intracellular channel 6,A_23_P385067,NM_053277,3249
SPTBN1,"spectrin, beta, non-erythrocytic 1",A_23_P339095,NM_178313,3250
MLX,MAX-like protein X,A_23_P164148,NM_170607,3251
TRIM62,tripartite motif-containing 62,A_23_P112602,NM_018207,3252
ELF4,E74-like factor 4 (ets domain transcription factor),A_24_P340066,NM_001421,3253
PTK2,PTK2 protein tyrosine kinase 2,A_23_P22096,NM_153831,3254
ITIH3,inter-alpha (globulin) inhibitor H3,A_23_P6822,NM_002217,3255
A_23_P130187,,A_23_P130187,,3256
LOC341651,similar to bA215B13.2 (fumarate hydratase (FH) pseudogene),A_24_P220575,b,3257
A_24_P204414,,A_24_P204414,,3258
DPH5,DPH5 homolog (S. cerevisiae),A_23_P148821,NM_015958,3259
MGC3040,hypothetical protein MGC3040,A_24_P71781,b,3260
CREBBP,CREB binding protein (Rubinstein-Taybi syndrome),A_23_P163850,NM_004380,3261
HIST1H3C,"histone 1, H3c",A_23_P133814,NM_003531,3262
CASC3,cancer susceptibility candidate 3,A_23_P374284,NM_007359,3263
FLJ12700,hypothetical protein FLJ12700,A_23_P323143,NM_024910,3264
RNF4,ring finger protein 4,A_23_P167313,NM_002938,3265
FOXP3,forkhead box P3,A_23_P159709,NM_014009,3266
LYL1,lymphoblastic leukemia derived sequence 1,A_23_P5281,NM_005583,3267
TNFRSF18,"tumor necrosis factor receptor superfamily, member 18",A_24_P411121,NM_148901,3268
ATF4,activating transcription factor 4 (tax-responsive enhancer element B67),A_23_P120941,NM_001675,3269
ZFYVE16,"zinc finger, FYVE domain containing 16",A_24_P286054,b,3270
Beta4GalNAc-T4,"beta1,4-N-acetylgalactosaminyltransferases IV",A_23_P344000,NM_178537,3271
A_24_P464528,,A_24_P464528,,3272
FCRL5,Fc receptor-like 5,A_23_P201211,NM_031281,3273
GRAP,GRB2-related adaptor protein,A_23_P49638,NM_006613,3274
HBLD2,HESB like domain containing 2,A_23_P216766,NM_030940,3275
MGC4368,hypothetical protein MGC4368,A_23_P118406,NM_024510,3276
A_24_P925010,,A_24_P925010,,3277
TUBA2,"tubulin, alpha 2",A_23_P128598,NM_079836,3278
HERC2,hect domain and RLD 2,A_23_P33407,NM_004667,3279
THC2318873,,A_32_P83315,hc,3280
KRT23,keratin 23 (histone deacetylase inducible),A_23_P78248,NM_173213,3281
CASC3,cancer susceptibility candidate 3,A_23_P374288,NM_007359,3282
A_24_P306754,,A_24_P306754,,3283
S80931,,A_24_P912606,b,3284
T,"T, brachyury homolog (mouse)",A_24_P63642,NM_003181,3285
ZNF630,zinc finger protein 630,A_23_P390384,b,3286
OTUD1,OTU domain containing 1,A_24_P374834,b,3287
SRP14,signal recognition particle 14kDa (homologous Alu RNA binding protein),A_23_P14876,NM_003134,3288
THC2283371,,A_24_P917819,hc,3289
STAM,signal transducing adaptor molecule (SH3 domain and ITAM motif) 1,A_23_P1343,NM_003473,3290
MGC23270,hypothetical protein MGC23270,A_23_P408232,b,3291
MANBAL,"mannosidase, beta A, lysosomal-like",A_23_P131778,NM_022077,3292
AW276844,,A_32_P217581,b,3293
BC041930,,A_23_P76159,b,3294
DKFZP586D0919,hepatocellularcarcinoma-associated antigen HCA557a,A_24_P253078,NM_206914,3295
A_23_P251002,,A_23_P251002,,3296
PTPN2,"protein tyrosine phosphatase, non-receptor type 2",A_23_P207940,NM_080422,3297
TM9SF2,transmembrane 9 superfamily member 2,A_24_P210399,NM_004800,3298
STAT1,"signal transducer and activator of transcription 1, 91kDa",A_23_P56630,NM_007315,3299
ZNF562,zinc finger protein 562,A_24_P348208,NM_017656,3300
PDXK,"pyridoxal (pyridoxine, vitamin B6) kinase",A_23_P68730,NM_003681,3301
AF267875,,A_24_P179107,b,3302
ENST00000238571,,A_24_P306094,ns,3303
ENST00000361989,,A_32_P183904,ns,3304
RABGAP1L,RAB GTPase activating protein 1-like,A_24_P49349,NM_014857,3305
THC2375818,,A_32_P188143,hc,3306
JTB,jumping translocation breakpoint,A_23_P34983,NM_006694,3307
DUSP10,dual specificity phosphatase 10,A_24_P182494,NM_007207,3308
HNRPA3P1,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,A_23_P17163,b,3309
SNRPD2,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa,A_24_P74160,NM_177542,3310
C14orf138,chromosome 14 open reading frame 138,A_23_P128940,NM_024558,3311
KCNG1,"potassium voltage-gated channel, subfamily G, member 1",A_23_P210581,NM_002237,3312
TRIM34,tripartite motif-containing 34,A_24_P398323,NM_001003827,3313
TADA3L,"transcriptional adaptor 3 (NGG1 homolog, yeast)-like",A_23_P305016,NM_133481,3314
C6orf85,chromosome 6 open reading frame 85,A_23_P7882,b,3315
LOC197336,similar to RIKEN cDNA 3230401M21 [Mus musculus],A_23_P373992,NM_145294,3316
DCLRE1A,"DNA cross-link repair 1A (PSO2 homolog, S. cerevisiae)",A_23_P75038,NM_014881,3317
LOC401176,hypothetical gene supported by BC043001,A_32_P204950,b,3318
SERTAD2,SERTA domain containing 2,A_24_P294124,NM_014755,3319
WHSC1,Wolf-Hirschhorn syndrome candidate 1,A_23_P307328,NM_007331,3320
PACS2,phosphofurin acidic cluster sorting protein 2,A_24_P255628,NM_015197,3321
SOX12,SRY (sex determining region Y)-box 12,A_23_P131887,b,3322
C1orf38,chromosome 1 open reading frame 38,A_24_P85775,NM_004848,3323
FTSJ3,FtsJ homolog 3 (E. coli),A_23_P55091,NM_017647,3324
A_32_P26536,,A_32_P26536,,3325
NUCB1,nucleobindin 1,A_23_P78771,NM_006184,3326
AK001405,,A_24_P927679,b,3327
A_24_P332504,,A_24_P332504,,3328
PSMB6,"proteasome (prosome, macropain) subunit, beta type, 6",A_23_P15705,NM_002798,3329
KCNE1L,KCNE1-like,A_24_P100428,NM_012282,3330
NBEAL2,neurobeachin-like 2,A_24_P272160,b,3331
A_24_P502752,,A_24_P502752,,3332
SLC2A4RG,SLC2A4 regulator,A_23_P102575,NM_020062,3333
A_24_P93111,,A_24_P93111,,3334
MGC15523,hypothetical protein MGC15523,A_24_P104649,b,3335
MPDU1,mannose-P-dolichol utilization defect 1,A_24_P198844,NM_004870,3336
CPD,carboxypeptidase D,A_23_P207837,NM_001304,3337
ENST00000327804,,A_24_P75920,ns,3338
FLJ22795,hypothetical protein FLJ22795,A_23_P398275,b,3339
WDR66,WD repeat domain 66,A_24_P179504,NM_144668,3340
TTC18,tetratricopeptide repeat domain 18,A_23_P326931,NM_145170,3341
ILK,integrin-linked kinase,A_23_P105066,NM_001014795,3342
BZW2,basic leucine zipper and W2 domains 2,A_23_P157215,NM_014038,3343
DNAI2,"dynein, axonemal, intermediate polypeptide 2",A_23_P169966,NM_023036,3344
CEBPB,"CCAAT/enhancer binding protein (C/EBP), beta",A_23_P411296,NM_005194,3345
GOLGA4,"golgi autoantigen, golgin subfamily a, 4",A_23_P256391,NM_002078,3346
AK091259,,A_24_P401270,b,3347
CCNH,cyclin H,A_23_P30338,NM_001239,3348
SEC13L1,SEC13-like 1 (S. cerevisiae),A_23_P29555,NM_183352,3349
CR595826,,A_23_P169479,b,3350
MGC33371,hypothetical protein MGC33371,A_23_P406355,NM_144664,3351
ZBTB1,zinc finger and BTB domain containing 1,A_23_P99693,NM_014950,3352
HMGB2,high-mobility group box 2,A_23_P155765,NM_002129,3353
SIRT3,sirtuin (silent mating type information regulation 2 homolog) 3 (S. cerevisiae),A_24_P85158,NM_012239,3354
CBS,cystathionine-beta-synthase,A_23_P166306,NM_000071,3355
NCDN,neurochondrin,A_23_P97736,NM_014284,3356
C6orf75,chromosome 6 open reading frame 75,A_24_P89509,NM_021820,3357
THC2428671,,A_24_P80915,hc,3358
A_24_P641742,,A_24_P641742,,3359
SDC3,syndecan 3 (N-syndecan),A_23_P74887,b,3360
RHOQ,"ras homolog gene family, member Q",A_32_P70273,NM_012249,3361
MMRP19,likely ortholog of mouse monocyte macrophage 19,A_23_P2066,NM_015957,3362
NSFL1C,NSFL1 (p97) cofactor (p47),A_23_P210719,NM_016143,3363
HHAT,hedgehog acyltransferase,A_23_P136355,NM_018194,3364
LOC151835,copine family member,A_23_P57829,NM_153635,3365
A_24_P698376,,A_24_P698376,,3366
KIAA0672,KIAA0672 gene product,A_23_P26854,NM_014859,3367
SAMD4,sterile alpha motif domain containing 4,A_23_P335661,b,3368
LOC441062,LOC441062,A_32_P122128,b,3369
NAGS,N-acetylglutamate synthase,A_23_P405794,NM_153006,3370
CD8A,"CD8 antigen, alpha polypeptide (p32)",A_32_P163247,NM_001768,3371
A1BG,alpha-1-B glycoprotein,A_23_P38816,NM_130786,3372
SLC26A1,"solute carrier family 26 (sulfate transporter), member 1",A_23_P80954,NM_022042,3373
DKFZP564F0522,DKFZP564F0522 protein,A_24_P119002,NM_015475,3374
ZYG11A,zyg-11 homolog A (C. elegans),A_32_P132589,NM_001004339,3375
LOC200810,"similar to beta-1,4-mannosyltransferase; beta-1,4 mannosyltransferase",A_32_P158355,NM_001015050,3376
RPL34,ribosomal protein L34,A_24_P303118,NM_033625,3377
CR2,complement component (3d/Epstein Barr virus) receptor 2,A_23_P124542,b,3378
MLLT1,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1",A_23_P153827,NM_005934,3379
A_24_P936393,,A_24_P936393,,3380
SNX22,sorting nexin 22,A_24_P375421,NM_024798,3381
TXNDC11,thioredoxin domain containing 11,A_23_P14939,NM_015914,3382
AK098257,,A_24_P247892,b,3383
A_24_P255303,,A_24_P255303,,3384
LOC390712,similar to immunoglobulin M chain,A_24_P101642,XM_372630,3385
TBL1Y,transducin (beta)-like 1Y-linked,A_23_P114466,NM_033284,3386
AF085877,,A_24_P925586,b,3387
SLC25A23,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23",A_23_P208450,NM_024103,3388
OPN1MW,"opsin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan)",A_23_P96623,NM_000513,3389
AF161353,,A_24_P358116,b,3390
DEK,DEK oncogene (DNA binding),A_23_P254702,NM_003472,3391
PABPC1,"poly(A) binding protein, cytoplasmic 1",A_23_P82693,NM_002568,3392
ENST00000279875,,A_32_P57140,ns,3393
GPR161,G protein-coupled receptor 161,A_23_P103532,NM_007369,3394
MRCL3,myosin regulatory light chain MRCL3,A_23_P4572,NM_006471,3395
PPP2R1A,"protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform",A_23_P107661,NM_014225,3396
RAD18,RAD18 homolog (S. cerevisiae),A_23_P121222,NM_020165,3397
PHTF2,putative homeodomain transcription factor 2,A_24_P175176,NM_020432,3398
PIM3,pim-3 oncogene,A_23_P61398,NM_001001852,3399
B3GTL,beta 3-glycosyltransferase-like,A_32_P85835,b,3400
